f_property_type,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_toiletries,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,property_type,flag_f_neighbourhood_cleansed,flag_days_sincelast,flag_review_scores_rating,flag_reviews_per_month,f_bathrooms,ln_bed,f_beds,f_bedrooms,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,TICINESE,4,1,1,1,4.82,17,0.16,6,0,817,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,85,312428,condo,0,0,0,0,1,0,1,2,3,2,3
loft,PARCO FORLANINI - ORTICA,5,2.5,2,3,5,3,0.03,1,349,1829,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,loft,0,1,69,375429,loft,0,0,0,0,2,1.0986122886681098,3,2,3,2,1
loft,TICINESE,2,1,1,1,4.55,11,0.09,5,185,684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,130,383918,loft,0,0,0,0,1,0,1,2,3,2,2
loft,LORETO,4,1,1,2,4.75,8,0.07,3,188,23,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,loft,0,1,72,419218,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,S. CRISTOFORO,4,1.5,1,1,4.67,9,0.08,3,45,13,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,condo,0,0,85,447222,condo,0,0,0,0,1,0,1,2,3,2,1
condo,BUENOS AIRES - VENEZIA,4,1,1,2,4.91,64,0.55,2,0,272,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,70,461208,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,PORTA ROMANA,4,1,1,2,4.3,107,0.95,2,340,16,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,condo,0,1,66,496612,condo,0,0,0,0,1,0.6931471805599453,2,2,3,3,1
loft,MAGENTA - S. VITTORE,4,1,1,3,4.48,139,1.22,1,72,235,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,loft,0,1,88,519218,loft,0,0,0,0,1,1.0986122886681098,3,2,3,3,1
loft,S. CRISTOFORO,3,1,1,2,4.29,8,0.07,3,92,860,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,loft,0,1,100,538175,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,GRECO,4,2,2,2,4.9,30,0.27,5,0,976,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,loft,0,1,120,547588,loft,0,0,0,0,2,0.6931471805599453,2,2,3,2,2
loft,S. CRISTOFORO,4,1,1,2,4.84,67,0.63,3,169,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,0,1,87,579191,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,S. CRISTOFORO,6,2,2,2,4.71,25,0.23,2,339,783,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,1,1,264,581227,loft,0,0,0,0,2,0.6931471805599453,2,2,3,2,1
loft,FARINI,3,1,1,1,4.59,99,0.88,4,42,471,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,89,627433,loft,0,0,0,0,1,0,1,2,3,3,2
loft,VILLAPIZZONE,4,1,1,1,5,3,0.03,2,318,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,60,702814,loft,0,0,0,0,1,0,1,2,3,2,1
condo,"NAVIGLI",3,1,1,1,4.73,321,2.88,2,326,8,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,condo,1,1,65,711493,condo,0,0,0,0,1,0,1,2,3,3,1
loft,GIAMBELLINO,4,1,1,2,4.82,166,1.78,2,167,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,1,1,111,713411,loft,0,0,0,0,1,0.6931471805599453,2,2,3,3,1
condo,SARPI,3,1,1,2,4.57,29,0.27,3,339,60,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,condo,0,1,58,717967,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,MACIACHINI - MAGGIOLINA,4,1,1,2,4.81,29,0.27,1,231,2066,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,75,736048,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,CENTRALE,3,1.5,1,2,4.6,6,0.06,1,346,825,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,loft,0,0,150,773679,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,CENTRALE,3,1,1,1,4.77,288,2.63,2,360,16,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,loft,0,1,79,786441,loft,0,0,0,0,1,0,1,2,3,3,1
condo,DUOMO,4,2,1,1,4.56,32,0.3,1,325,453,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,condo,0,1,207,868679,condo,0,0,0,0,2,0,1,2,3,2,1
loft,MAGGIORE - MUSOCCO,3,1,2,2,4.29,7,0.07,3,267,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,loft,0,0,114,880133,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
apartment,BRERA,2,1,1,1,4.53,36,0.43,1,157,240,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,apartment,0,1,161,935594,apartment,0,0,0,0,1,0,1,2,3,2,1
condo,WASHINGTON,6,2,3,6,4.85,268,2.51,2,324,2,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,condo,1,1,99,959718,condo,0,0,0,0,2,1.791759469228055,3,2,3,3,1
loft,BUENOS AIRES - VENEZIA,4,1,1,2,5,2,0.02,4,317,2240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,loft,0,0,130,979766,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,2
loft,TICINESE,2,1,1,1,4.78,10,0.1,3,167,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,loft,1,1,58,982767,loft,0,0,0,0,1,0,1,2,3,2,1
condo,CENTRALE,4,2,2,4,5,5,0.06,3,358,976,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,290,984744,condo,0,0,0,0,2,1.3862943611198906,3,2,3,2,1
condo,LORETO,2,1,1,1,4.74,63,0.63,4,358,976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,80,1008604,condo,0,0,0,0,1,0,1,2,3,2,2
loft,VILLAPIZZONE,2,1,1,1,4.5,3,0.03,5,0,2282,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,63,1028560,loft,0,0,0,0,1,0,1,2,3,2,2
loft,"NAVIGLI",4,1,1,3,4.75,4,0.05,3,87,976,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,250,1033967,loft,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,UMBRIA - MOLISE,2,1,1,1,4.77,54,0.52,2,166,433,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,condo,0,1,90,1033982,condo,0,0,0,0,1,0,1,2,3,2,1
loft,TIBALDI,2,1,2,1,4.76,21,0.2,2,106,1443,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,loft,0,1,50,1039269,loft,0,0,0,0,1,0,1,2,3,2,1
loft,RONCHETTO SUL NAVIGLIO,4,2,1,3,4.89,19,0.18,5,348,976,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,loft,0,0,91,1042549,loft,0,0,0,0,2,1.0986122886681098,3,2,3,2,2
condo,BUENOS AIRES - VENEZIA,3,1,1,1,4.74,55,0.55,2,0,940,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,56,1042759,condo,0,0,0,0,1,0,1,2,3,2,1
condo,ISOLA,2,1,1,2,5,7,0.07,2,351,10,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,110,1094131,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,ISOLA,2,1.5,1,1,4.64,59,0.57,2,360,142,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,loft,0,1,106,1109746,loft,0,0,0,0,1,0,1,2,3,2,1
loft,TIBALDI,3,1.5,1,4,4.53,62,0.59,1,344,45,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,1,85,1134583,loft,0,0,0,0,1,1.3862943611198906,3,2,3,2,1
loft,"NAVIGLI",3,1,1,2,4.95,42,0.48,2,267,158,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,75,1146681,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,WASHINGTON,2,1,1,2,4.23,27,0.26,2,234,1216,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,50,1159232,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,TICINESE,2,1,1,1,4.5,7,0.07,2,362,978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,condo,0,1,170,1179288,condo,0,0,0,0,1,0,1,2,3,2,1
condo,STADERA,2,1,1,1,4.1,12,0.14,1,225,980,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,condo,0,0,50,1215461,condo,0,0,0,0,1,0,1,2,3,2,1
condo,MAGENTA - S. VITTORE,4,1,1,2,4.6,10,0.1,1,250,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,0,210,1217287,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BUENOS AIRES - VENEZIA,5,1,2,3,4.62,49,0.48,2,360,51,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,loft,0,1,170,1224715,loft,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,STADERA,4,1,2,2,4.2,140,1.37,2,305,123,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,35,1227001,condo,0,0,0,0,1,0.6931471805599453,2,2,3,3,1
condo,GIAMBELLINO,3,1,1,2,4.82,0,0.71,2,177,59,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,condo,0,1,60,1238373,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,LORETO,3,2,1,1,4.1,119,1.16,3,328,215,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,loft,0,1,66,1251238,loft,0,0,0,0,2,0,1,2,3,3,1
loft,GHISOLFA,4,1,1,1,4.79,148,1.45,3,291,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,1,1,120,1314504,loft,0,0,0,0,1,0,1,2,3,3,1
condo,XXII MARZO,2,1.5,1,2,4.86,77,1.11,2,122,397,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,55,1327432,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,BUENOS AIRES - VENEZIA,4,1,1,1,4.87,15,0.15,5,163,1547,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,85,1364714,condo,0,0,0,0,1,0,1,2,3,2,2
loft,S. CRISTOFORO,2,1,1,1,4.25,8,0.09,2,357,483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,80,1411174,loft,0,0,0,0,1,0,1,2,3,2,1
condo,DUOMO,3,1,1,1,4.63,788,7.85,1,123,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,condo,0,1,61,1482235,condo,0,0,0,0,1,0,1,2,3,3,1
condo,TICINESE,3,1,1,2,4.7,51,0.54,29,75,701,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,condo,0,1,48,1485286,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,3
condo,LORETO,4,1,1,3,4.34,249,2.73,2,1,659,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,42,1504025,condo,0,0,0,0,1,1.0986122886681098,3,2,3,3,1
condo,CITTA' STUDI,2,1,1,1,4.64,27,0.29,1,138,164,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,condo,1,1,53,1680685,condo,0,0,0,0,1,0,1,2,3,2,1
loft,CENTRALE,2,1,1,1,4.72,421,4.25,2,331,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,90,1694086,loft,0,0,0,0,1,0,1,2,3,3,1
condo,GHISOLFA,2,1,1,3,4.5,56,0.57,1,285,85,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,condo,1,1,63,1815207,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
loft,"NAVIGLI",3,1,2,1,5,1,0.02,2,0,1858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,loft,0,1,60,1840418,loft,0,0,0,0,1,0,1,2,3,2,1
loft,S. CRISTOFORO,4,1,1,2,4.47,73,0.78,2,158,8,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,loft,0,1,66,1952588,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
